,Stem length (cm),Root length (cm),Thousand  Seed weight (g),Geramination (%),Poods per plant (number),Stem bark thickness (mm),Root bark thickness (mm),Protein content  %,Seed oil content (%),Seed yield (g),Chlorophyll (mg/g),Seed shrinkage (%),Amount of greenness (%),Stem fresh weight (g), Dry stem  weight (g),Root fresh weight (g),Root dry weight (g),Empty Seeds per pods (٪),Empty pods per plant  (%),Seedling fresh weight (g),Seedling dry weight (g)
Healthy soybean,33.35,34.67,132.79,62.59,41.73,21.65,14.1,17.49,11.15,317.37,32.05,19.6,18.06,15.26,17.18,15.3,2.74,6.98,15.04,11.19,12.95
Healthy soybean,91.24,36.57,120.19,97.89,35.03,19.92,22.86,18.2,26.29,273.5,46.86,19.43,23.49,10.97,5.47,18.6,6.34,55.51,18.08,8.09,2.87
Healthy soybean,54.11,24.72,39.88,10.25,82.8,97.06,16.35,53.91,11.89,359,14.84,25.4,20.89,25,10.72,26.23,10.03,10.23,54.61,20.34,17.53
Healthy soybean,37,23.62,90.79,90.06,63.96,50.06,10.28,52.69,19.44,224.9,46.31,25.75,20.4,28.48,20.23,16.7,10.66,25,38.16,8.63,11.07
Healthy soybean,96.86,31.57,30.31,78.98,92.29,77.43,16.58,16.42,9.07,221,25.36,22.2,25.4,10.47,2.57,19.63,17.77,17.91,99.51,6.14,7.37
Healthy soybean,34.13,25.12,40.31,38.89,50.37,18.01,11.76,26.62,26.27,276.49,11.22,26.95,63.33,18.56,16.74,11.97,11.65,76.2,16.16,11.36,19.13
Healthy soybean,48.09,31.15,102.92,34.91,90.56,57.5,9.96,40.06,9.82,142.93,41.57,10.95,84.32,21.7,13.38,24.84,6.76,27.62,95,9.87,5.63
Healthy soybean,33.67,25.7,83.6,79.63,43.56,24.22,15.84,22.88,12.68,282.99,14.32,16.36,95.48,18.62,8.84,30.74,1.98,94.47,92.63,7.37,1.08
Healthy soybean,100.55,37.21,131.28,35.22,40.65,21.41,4.54,30.76,23.38,401.94,23.74,18.02,91.41,27.5,19.74,18.49,17.22,44.72,11.7,21.35,10.57
Healthy soybean,37.74,36.27,106.14,62.85,37.61,16.17,6.18,14.43,19.64,220.2,13.05,11.29,17.14,29.23,10.08,13.56,18.24,71.63,56.98,18.95,20.17
Healthy soybean,65.11,30.2,127.28,99.62,85.56,87.69,11.25,16.35,22.41,123.29,18.45,15.77,53.27,17.63,17.59,23.2,20.33,18.63,25.47,17.86,14.67
Healthy soybean,33.62,39.7,34.11,38.97,51.45,16.9,17.75,18.95,14.08,271.92,18.78,21.58,23.02,15.31,12.4,11.19,20.73,71.56,18.94,6.99,2
Healthy soybean,105.58,37.8,134.7,28.58,99.17,23.62,12.08,15.16,15.93,138.63,20.48,7.2,20.54,23.87,13.72,25.36,18.18,2.48,27.09,13.65,6.72
Healthy soybean,38.87,38.77,32.68,48.17,41.56,61.19,22.28,34.92,24.77,212.65,18.58,7.1,98.31,29.58,18.51,13.22,12.88,35.53,15.18,10.51,5.83
Healthy soybean,34.46,37.83,128.75,95.16,88,83.77,13.85,24.42,17.74,395.04,15.66,18.33,68.87,23.88,11.77,22.42,15.45,4.18,12.51,11.96,6.29
Healthy soybean,38,27.95,23.94,72.86,72.11,24.87,7.99,34.58,10.57,408,48.67,13.64,26.68,19.59,19.23,28.5,4.14,62,10.34,17.48,7.12
Healthy soybean,50.09,27.75,136.51,63.6,58.95,66.53,17.88,49.36,16.35,139.61,27,20.89,25.48,26.95,18.25,24.54,17.92,3.73,50,8.32,13.89
Healthy soybean,84.37,30.29,28.08,88.89,72.51,52.61,4.79,36.4,8.59,299.78,24.98,10.21,21.02,20.06,2.73,11.99,19.97,92.68,94.16,12.92,6.28
Healthy soybean,83.49,35.24,31.46,45.06,66.44,68.28,20.15,42.83,13.24,369.69,16.38,19.83,21.44,24.45,17.11,11.15,12.17,10.72,39.79,20.16,19.53
Healthy soybean,32.73,35.33,83.06,24.47,58.38,76.84,4.36,23.39,14.24,207.18,36.65,24.67,26.71,29.59,15.16,25.9,14.47,7.19,17.34,11.97,11.46
Healthy soybean,98.67,38.89,28.75,37.8,74.31,23.04,21.22,46.52,26.68,364.09,9.33,9.27,82.37,16.49,14.95,19.86,1.02,4.88,14.22,6.53,9.63
Healthy soybean,84.52,33.56,107.12,49.71,25.21,70.05,4.65,25.28,25.65,204.67,15.62,15.79,85.69,19.89,10.42,21.14,4.22,9.53,14.14,19.67,6.15
Healthy soybean,32.46,22.13,27.43,52.24,49.06,25.53,11.89,19,11.32,198.18,38.6,7.8,65.48,16.55,18.97,27.16,3.2,96.04,60.58,18.22,17.21
Healthy soybean,78.05,36.79,26.17,42.59,23.8,18.38,3.13,27.39,11.02,299,14.55,16.16,17.44,14.5,16.3,16.33,4.15,75.6,13.56,13.33,4.93
Healthy soybean,35.35,32.88,39.6,95.34,68.53,16.27,4.27,44.38,21,143.89,14.59,7.59,95.78,28.75,6.14,18.78,18.01,7.66,18.41,7.46,1.45
Healthy soybean,49.64,39.27,135.52,26.82,22.37,52.26,18.22,21.38,13.56,284.7,29.67,26.62,22.22,26.12,20.62,30.64,16.23,3.23,76,11.3,20.04
Healthy soybean,31.17,31.93,40.98,33.59,81.84,60.25,3.84,39,24,258,48.8,23.02,56.68,15.91,2.72,15.92,17.03,10.11,78.91,6.65,18.59
Healthy soybean,39.52,37.77,29.36,23.46,49.6,88.52,21.06,28.21,18.83,166.09,19.92,25.73,23.14,15.01,4.34,30.04,15.86,8.78,87.86,17.88,6.2
Healthy soybean,82.94,39.04,28.72,74.35,61,20.82,6.29,45.9,18.44,326,9.02,18.01,19.93,26.11,1.61,18.9,6.51,67.85,64,10.89,8.82
Healthy soybean,100.52,31.64,81.87,75.19,84,85.2,9.3,14.53,19.98,151.64,48.21,26.74,90.72,24.96,5.07,19.88,10.81,55.5,92.33,18.36,17.11
Healthy soybean,53.43,26.75,93,24,90.76,96.11,6.26,44.95,25.17,397.23,23.57,17.8,17.21,29.49,2.77,15.24,2.63,10.49,33.38,19.38,17.69
Healthy soybean,75.17,33.79,25.16,40,29.31,19.77,22.24,17.22,21.74,211.14,15.8,26.84,25.75,24.87,20.24,25.29,15.35,1.6,22.58,6.39,8.08
Healthy soybean,50.08,38.92,92.76,15.5,38.57,21.46,8.96,59.86,19.92,178.66,40.88,18.05,99.04,15.87,6.95,11.4,18.08,51.16,18.22,12.93,20.32
Healthy soybean,84.36,24.52,115,12.05,66.32,92.96,11.16,31,13.79,196.15,11.85,9.02,91.18,16.74,10.76,25.93,17.15,7.56,12.83,9.15,11.95
Healthy soybean,83.47,38.82,22.62,31.38,74.22,59.05,10.44,19.33,25.7,370.09,48.85,7.41,68.88,11.87,1.96,28.76,18.96,94.82,10.6,20.85,17.44
Healthy soybean,36.86,34.14,31.32,16.21,43.22,22.43,18.8,44.73,18.3,164.96,29.71,14.04,83.31,24.37,20.9,27.23,5.98,3.93,67.33,20.98,8.53
Healthy soybean,36.61,36.84,27.77,74.1,30.12,55.75,12.26,19.31,11.21,315,14.09,14.6,85.43,18.73,1.29,15.64,14.63,58.06,18.86,11.81,9.56
Healthy soybean,37.97,35.8,90.27,99.03,38.52,93.52,4.11,14.12,11.64,112.71,15.56,24.24,26.43,17.91,8.13,16.02,15.31,2.9,15.28,6.55,11.42
Healthy soybean,37.5,22.52,131.17,70.21,53.59,72.58,22.15,16.06,22.13,321.83,12.73,15.72,60.83,12.67,1.95,27.71,16.03,90.27,47.91,12.81,19.51
Healthy soybean,36.44,31.9,40.49,58.64,28.37,24.25,11.17,19.42,17.78,258.4,9.83,14.59,19.83,12.51,3.81,24.37,13.32,51,87.55,20.31,17.14
Healthy soybean,47.66,31.94,95.43,94.52,28.08,23.08,22.91,22.29,23.07,144.82,40.34,21,80.24,11.38,11.93,12.41,8.11,4.98,10.6,21.87,2.42
Healthy soybean,55.56,31.51,127.94,11.42,47.34,52.45,18.12,49.19,8.8,397.67,35.4,23.49,90,28.72,13.81,12.52,14.78,55.89,17.83,12.07,1.26
Healthy soybean,36.81,36.95,37.29,31.64,64.93,87.62,16.66,14.15,14.51,394.5,17.48,24.99,21.68,11.44,14.39,23.46,15.85,74,18.44,14.98,8.29
Healthy soybean,39.42,33.88,80,57.2,56.57,65.14,22.07,43.72,14.06,161.58,15.88,12.79,23.71,20.33,8.5,26.52,15.29,8.49,54.12,10.59,14.48
Healthy soybean,84.78,39.22,37.91,28.3,46.99,94.3,22.7,40.53,21.3,221.38,37.35,8.28,63.93,27.12,17.79,23.5,10.83,2.99,18.68,19.05,20.76
Healthy soybean,69.55,36.58,102.6,58.73,44.24,66.26,16.36,40.7,17.81,379.57,12.6,16.74,26.62,13.74,17.35,23.86,10.35,5.72,12.89,5.15,16.63
Healthy soybean,51.89,31.68,80.21,16.37,43.54,94.69,13.12,15.79,21.69,284.54,34.3,18.88,95.26,23.29,12.71,13.3,2.8,51.96,14.01,16.52,15.47
Healthy soybean,37.95,31.17,24.19,51.96,85.61,25.65,7,22.96,16.95,152,28.46,8.62,25.79,18.41,20.53,11.09,3.63,65.16,55.35,12.44,6.59
Healthy soybean,39.49,23.67,28.84,97.06,26.94,52.36,4.35,30.04,16.68,222.85,15.98,19.79,19.32,17,13,19.54,2.45,77,54.41,17.76,10.33
Healthy soybean,31.11,24.34,24.7,90.21,35.48,18.49,16.4,46.2,20.83,211.51,48.93,16.54,74.34,20.92,20.18,26.3,4.55,60.31,71.13,10.31,8.62
Healthy soybean,48.52,24,35.99,48.41,90.48,51.96,6.39,27.71,19.66,155.77,10.95,13.58,19.77,29.69,9.58,26.99,20.36,47.76,72,22.34,6.42
Healthy soybean,37.24,35.27,39.06,78.99,80.09,73.75,20.47,25.91,8.94,189.52,19.82,19.99,17.75,14.56,20.43,13.73,2.47,59.25,17.26,7.39,13.81
Healthy soybean,48,33.51,81.74,84.97,52.9,91.34,10.63,14.75,27.56,196.67,47.97,23.19,20.23,27.92,18.87,15.93,20.35,77.62,17.89,8.24,16.76
Healthy soybean,82.23,30.56,38.98,25.18,75.08,22.91,15.52,29.19,18.32,346.42,29.04,14.77,25.55,12.52,17.04,12.34,6.43,5.26,12.82,17.93,5.56
Healthy soybean,30.39,36.8,23.26,33.07,40.27,20.95,19.93,39.25,17.2,188.02,15.03,19.11,81.96,20.13,4.74,15.68,4.4,55.11,10.58,20,17.16
Healthy soybean,38.12,34.04,134.43,71.87,35.34,89.52,16.06,18.54,11.58,240.85,47.99,11.37,89.05,16.03,9.42,14.76,20.56,55.04,83.47,15.94,9.57
Healthy soybean,70.91,35.56,26.47,91.48,48.05,63.98,16.82,26.12,16.53,396.85,29.06,11.59,89.56,27.58,1.59,24.15,20.08,7.55,9.48,22.97,20.86
Healthy soybean,36.38,35.56,131.38,61.98,65.13,25.92,5.07,57.68,16.63,336.08,44.16,7.61,19.94,12.94,15.17,25.54,17.58,2.46,9.95,8.29,5.35
Healthy soybean,31.36,28.03,120.3,89.93,41.72,98.74,23.5,56.26,10.66,117.66,12.82,25.1,24.01,29.65,14.08,21.42,19.59,2.23,46.09,19.77,7.38
Healthy soybean,35.27,39.91,97.07,29.06,31.84,18.89,19.92,24.85,18.08,169,17.04,23.04,73.32,19.67,1.77,17.13,15.62,92.99,54.05,20.63,15.1
Healthy soybean,70.21,32.29,35.34,62.26,58.37,24.31,3.25,34.25,12.26,243,15.64,16.04,24.02,11.19,19.84,11.8,1.09,8.36,63.46,20.55,10.65
Healthy soybean,38.43,38.84,133.82,83.56,91.71,65.85,7.82,14.45,24.54,274,21.66,12.23,20.64,16.95,12.38,24.4,6.55,56.54,10.07,14.58,16.95
Healthy soybean,37.32,35.19,23.52,73.75,79.22,17.13,22.33,27.52,17.36,363,21.82,10.13,23.07,25.54,14.03,21.88,6.23,7.05,17.61,4.89,11.55
Healthy soybean,49,30.5,33.15,52.99,38.37,23.01,19.45,46.66,9.37,215.98,27.88,13.78,24.48,15.5,20.39,14.65,17.99,26,13.35,14.78,7.9
Healthy soybean,31.42,29.62,33.16,46.19,46.4,94.06,9.45,48.86,18.38,299.87,26.59,23.25,18.04,24.72,12.88,20.78,11.18,66.51,54.9,7.67,12.32
Healthy soybean,30.56,36.16,34.06,39.52,86.14,92.21,5,58.69,14.86,294,42.75,25.03,62.12,17.36,3.88,16.17,20.76,4.5,54.8,15.13,8.02
Healthy soybean,92.59,30.95,90.63,49.63,97.17,50.52,7.53,18.9,15.15,189.92,36.31,13.1,19.54,12.28,4.55,16.88,9.66,73.22,54.67,18.47,20.4
Healthy soybean,31.14,38.4,39.94,83.31,73.23,85.8,17.95,31.94,21.13,326.93,19.44,8.89,17.08,15.29,8.99,20.49,9.38,2.09,55.5,21.62,2.46
Healthy soybean,35.1,24.32,120.61,22.08,27.28,84.85,9.14,59.07,9.13,135.2,23.83,11.95,18.26,20.48,9.12,14.95,13.35,94.08,55.41,16.85,10.59
Healthy soybean,39.88,36.99,32.41,76.37,31.29,97.08,5.96,18.17,23.81,295.67,14.37,11.01,20.85,20.31,16.52,13.81,12.94,2.82,17.08,12.51,1.35
Healthy soybean,39.26,39.35,39.43,26.54,80.24,96.45,3.4,14.52,23.98,174.58,12.42,24.48,69.77,11.55,3.04,12.16,13.25,78,87.64,20.73,13.46
Healthy soybean,90.16,34.73,39.82,47.59,74,19.98,10.5,14.57,24.88,174.82,10.35,12.16,64.38,21.16,15.14,20.5,15.05,4.33,63,9.31,6.89
Healthy soybean,71.27,22.51,100.73,42.57,68.55,92.81,9.21,59.08,19.15,355.14,33.22,9.1,22.11,18.68,18.78,17.52,5.14,5.45,55.77,6.49,1.66
Healthy soybean,41,35.86,95.47,30.01,88.71,79.12,14.89,29.74,24.43,279.34,13.37,21.52,82.26,29.86,10.67,22.54,6.22,48.52,59.44,21.58,12.49
Healthy soybean,55.75,30.18,99.41,18.05,50.91,21.82,11.49,49.26,20.43,394.3,9.74,20.8,20.8,29.43,12.04,29.05,12.93,8.48,17.94,14.54,13.62
Healthy soybean,43.03,38.78,38.11,80.24,77.81,83.9,10.56,22.41,23.44,127.41,35.34,14.36,25.39,26.16,8.56,21.68,9.36,9.45,9.85,15.1,2.37
Healthy soybean,35.74,39.67,92.57,25.56,31.31,79.63,21.98,59.82,21.37,312.82,19.27,13.2,88.28,11.97,14.09,14.25,19.93,9.14,71.52,21.69,10.68
Healthy soybean,37.33,40.64,36.99,72.03,75,25.73,13.15,18.99,17.99,212.72,26.91,13.69,18.24,27.66,17.72,17.1,4.35,63,18.65,21.54,17.56
Healthy soybean,65.9,32.66,31.53,91,38.03,19.07,3.88,48.36,12.63,242.1,23.79,10.66,76.2,23.5,17.55,16.57,8.64,8.81,18.53,12.27,11.58
Healthy soybean,99.27,38.52,33.08,57.22,85.71,24.24,9.99,32.84,26.74,307,16.88,25.08,79.68,15.21,19.47,13.98,13.54,6.6,88.17,11.82,3.12
Healthy soybean,63.93,30.4,29.25,80.62,32.2,87.04,10.27,22.72,17.31,137.88,28.4,11.21,24.3,21.34,10.68,22.82,5.78,3.63,13.99,22.27,17.09
Healthy soybean,31.13,39,28.33,37.91,47.12,22.42,19.63,41.7,20.44,144.81,46.34,14.5,20.3,22.47,17.05,28.52,19.64,20.28,14.38,23.94,13.86
Healthy soybean,39.82,38.15,136.89,93.16,35.91,22.3,16.72,29.98,22.44,161,24.19,11,23.15,18.42,14.94,18.25,4.32,15.23,43.34,9.92,2.26
Healthy soybean,32.23,38.96,138.16,97.58,22.46,53.33,18.37,19.63,25.88,231.38,13.66,15.93,21.47,21.37,19.79,16.79,8.63,56.74,54.76,9.08,20.79
Healthy soybean,100.95,25,122.34,37.39,42.05,17.6,13.23,32.5,19.46,256.11,9.73,8.19,23.12,25.91,16.25,11.33,18.1,87.4,69.14,9.06,1.5
Healthy soybean,35.06,39.44,102,80.67,49.95,75.14,5.51,16.01,15.21,181.71,20.78,9.84,25.86,17.56,18.96,22.12,19.91,79.27,56.52,4.12,13.38
Healthy soybean,35.09,35.63,80.91,47.84,36.49,99.9,15.33,27.61,9.67,372.82,18.3,16.49,26.35,15.53,11.16,12.69,9.22,98.64,54.97,23.8,9.98
Healthy soybean,35.05,26.64,125.25,49.01,87.2,69.99,20.95,18.21,23.19,403.06,36.12,17.99,25.66,23.44,16.34,22.14,12.54,53.71,24.9,20.15,9.55
Healthy soybean,48.14,25.22,27.66,61.76,50.67,20.32,3.5,16.08,26.06,395.34,13.85,23.15,80.36,11.37,13.76,16.22,11.72,5.71,32.33,16.28,2.39
Healthy soybean,33.29,30.98,80.08,67.42,82.92,56.12,14.72,15.81,16.2,215.45,17.14,14.35,78.6,20.1,11.67,13.92,6.58,74.93,95.58,12.2,11.49
Healthy soybean,32.13,28.39,23.83,88.9,34.48,22.23,4.6,41.95,11.51,121.53,13.38,7.32,50.61,12.42,7.1,19.77,4.92,5.58,10.3,13.47,12.64
Healthy soybean,39.62,40.11,24,67.83,39.09,21.91,15.02,53.48,23.61,119.27,33.23,14.65,88.86,29.66,11.65,13.94,7.77,9.57,17.21,17.46,20.54
Healthy soybean,105.84,37.29,128.12,69.84,20.81,20.92,4.64,20.45,13.53,322.75,31.23,19.5,52.4,16.24,9.91,29.85,19.31,4.43,48.26,15.43,6.46
Healthy soybean,72.93,22.54,126,95.48,24.65,54.75,17.92,17.97,23.62,251.88,12.3,11.26,84.46,27.95,6.51,13.55,9.06,6.57,55.48,18.42,15.17
Healthy soybean,100.28,35.73,122.6,37.01,29.99,16.88,17.2,23.94,13.07,216.72,12.09,22.35,72,21.98,9.96,28.15,10.88,86.29,32,17.59,1.22
Healthy soybean,35.78,38.52,134.27,93.75,56.16,16.79,3.18,18.58,10.77,130.49,25.17,12.96,22.55,18.7,12.19,14.75,18.28,8.32,94.26,4.08,19.92
Healthy soybean,30.01,35,111.15,97.63,60.89,78.16,13.39,38.08,25.66,137.13,15.38,26.55,85.55,21.49,12.73,29.23,2.65,96.41,51.19,21.94,10.01
Healthy soybean,83.86,35.29,81.03,44.04,95.09,94.8,20.89,32.43,16.73,404.75,16.75,22.88,18.75,16.78,9.68,18,2.01,6.29,9.38,15.49,1.62
Healthy soybean,57.16,31.55,34,75.03,67.34,21.47,21.87,22.87,21.92,399.63,22.58,25.84,21.52,21.26,19.75,26.19,18.12,55.25,10.39,11.38,2.74
Healthy soybean,36.24,39.89,110.73,95.64,38.9,22.53,14.68,52.4,27.67,208.25,46.19,7.58,22.49,29.87,6.71,27.58,17.72,18.03,10.87,7.21,12.88
Healthy soybean,37.54,35.26,26.12,54.82,97.47,20.3,8.42,57.28,11.52,398.03,48.7,8.51,58.16,18.4,6.18,30.92,4.37,66,46,12.79,9.79
Healthy soybean,33.73,35.44,33.3,10.94,26.1,18.35,13.1,31.63,23.84,253.34,8.63,17.88,80.6,27.8,20.06,25.53,7.02,29.03,17.18,12.08,3.63
Healthy soybean,53.88,31.76,29.92,85.77,24.06,52.41,17.19,58.51,13.81,171.7,18.85,19.32,19.99,22.83,6.94,13.15,8.57,9.03,11.91,7.7,12.27
Healthy soybean,53.17,34.92,36.05,20,70.61,90.06,17.08,20.36,8.11,148.92,45.61,16.86,85.77,14.79,16.26,15.95,17.74,76.21,9.17,19.84,10.77
Healthy soybean,33.36,38.25,117.49,44.08,81.39,60.68,15.44,27.02,10.95,290,18.63,8.27,72.52,27.03,5.94,26.41,5.41,5.96,82.57,7,7.94
Healthy soybean,94.72,34.21,94.21,18.57,28.05,21.14,15.96,19.53,23.82,294.31,48.91,26.24,69.38,18.85,11.06,11.81,8.9,5.24,54.72,4.97,9.07
Healthy soybean,34.24,30.52,121.22,60,49.8,59.92,16.73,28.66,17.18,195.43,17.47,22.41,98.95,17.25,8.1,22.19,20.65,28.46,15.15,0,11.83
Healthy soybean,77.38,25.9,33.14,18.43,52.83,24.55,19.73,18.35,18.81,144.75,20.67,26.43,26.84,21.14,14.96,13.88,20.41,9.23,17.71,6.45,6.09
Healthy soybean,71.54,38.47,29.32,85.09,31.3,89.93,22.27,56.01,17.86,190.57,37.49,14.45,94.11,25.46,5.39,16.54,9.76,37.13,17.97,6.01,13.18
Healthy soybean,36.97,27.73,27.87,83.94,58.48,24.65,4.56,26.57,11.11,405,21.8,7,23.41,10.75,8.94,28.58,18.91,1.78,80.17,15.55,1.12
Healthy soybean,37.14,39.98,36.51,56.55,86.28,20.24,6.37,20.93,12.86,136.1,22.99,13.74,22.17,13.71,7.87,17.47,16.66,52.28,10.4,19.95,14.17
Healthy soybean,32.71,32.72,24.88,41,88.43,24.15,10.22,42.55,25.83,156.99,28.86,18.79,23.01,10.63,7.85,25.87,6.14,56.55,53.14,9.7,16.78
Healthy soybean,31.26,39.47,38.67,41.22,58.6,82.4,4.59,18.8,26.05,155.68,18.57,9.04,77.97,14.89,2.49,14.74,19.65,3.75,18.27,20.72,18.97
Healthy soybean,37.96,39.01,135.84,93.62,25.89,25.33,16.52,19.45,8.22,112.34,35.58,18.9,21.75,28.1,6.91,19.89,8.2,21.77,14.5,6.28,9.35
Healthy soybean,52,30.03,134.69,95.76,87.39,22.37,8.25,56.53,26.75,179.34,47.54,9.53,55.37,14.41,14.88,11.01,8.58,5.99,58,15.57,4.07
Healthy soybean,38.19,39.8,39.02,65.64,25.03,18.2,3.8,18.83,11.78,283.42,9.2,26.38,54.55,28.8,1.62,13.49,5.42,2.87,42.8,11.93,18.66
Healthy soybean,35.89,36.7,88.93,99.48,84.15,20.97,13.95,19.51,21.1,156.33,26.81,12.15,81.87,25.74,1.8,30.68,20.69,6.23,13,7.78,14.27
Healthy soybean,39.94,30.75,126.36,44.7,80.58,23,17.98,20.86,12.21,303.32,14.66,9.17,53.9,25.56,5.46,25.84,20.58,6.26,58.78,7.63,5.13
Healthy soybean,102,28.84,33.25,76.13,62.13,66.11,19.43,46.87,22.49,184.86,34.24,16.84,57.05,12.91,14.27,25.14,14.49,28.72,76.34,13.83,7.58
Healthy soybean,36.42,27.34,127.6,13.68,22.36,25.9,5.59,28.56,18.68,257.2,23.77,7.12,17.13,16.12,5.78,28.24,12.61,62.29,32.72,22.3,15.08
Healthy soybean,53.61,34.81,84.87,37.98,61.94,25.75,7.28,22.2,8.95,185.04,27.69,16.97,22.99,14.38,13.89,16.66,8.1,82.87,23.17,22.24,4.02
Healthy soybean,80.8,31.03,139.23,68.21,32.25,18.61,6.42,19.18,21.62,127.12,12.71,21.9,20.77,25.06,17.64,15.41,6.13,57.01,80.4,8.85,16.52
Healthy soybean,84,35.8,130.92,39.74,26.31,17.68,17.26,15.07,22.97,170.25,44.08,22.83,18.87,25.12,11.02,30.46,18.16,1.75,11.21,16.43,3.25
Healthy soybean,32.26,33.77,40.01,79.65,54.95,20.07,22.06,22.35,23.15,279,35,26.78,62.85,22.05,12.16,14.31,12.02,30.38,38.09,11.15,2.93
Healthy soybean,104.94,22.91,91.82,99.49,27.67,75.19,12.44,20.53,12.5,207.72,11.61,18.03,93.81,10.72,14.98,29.11,17.46,10.42,12.6,5.92,1.11
Healthy soybean,30.77,32.41,25,19.11,21.61,61.08,17.02,34.76,14.3,407.42,20.59,17.51,56.22,12.23,13.78,28.7,13.5,55.41,59.5,8.83,15.92
Healthy soybean,42.17,36.75,36.53,11.35,40.03,78.7,16.54,31.83,26.86,147.41,20.51,17.75,23.46,25.23,19.13,18.39,3.9,28.17,79.85,18.78,6.07
Healthy soybean,30.79,25.92,31.95,86.37,31.55,55.15,11.28,39.13,12.66,215.84,27.38,23.73,59.48,15.66,19,17.33,15.88,5.04,17.48,10.3,12.99
Healthy soybean,101.15,38.81,40.25,17.04,62.37,60,16.92,31.54,24.23,327.24,9.52,14.68,89.78,23.59,10.89,23.4,8.46,81.87,76.06,19.27,11.65
Healthy soybean,39.84,39.33,129.16,12.21,22.7,76.91,12.3,22.18,13.89,358.79,16.73,23.64,55.4,29.85,14.49,18.65,6.96,8.83,12.16,23.04,19.14
Healthy soybean,30.76,39.56,29.28,38.42,89,25.9,14.73,33.73,26.23,293.32,20.63,20.62,69.88,22.32,8.75,12.74,12.25,7.98,71.38,18.37,3.27
Healthy soybean,49.52,24.88,29.85,46.76,30.17,86.25,20.55,46.75,26.62,184.66,34.09,25.49,19.69,21.87,15.06,29.28,4.87,2.58,39.3,10.11,11.66
Healthy soybean,70.09,36.88,135.87,15.57,47.91,18.61,3.57,32,22,360,28.15,13.84,85.03,25.82,7.95,23.15,10.77,69.57,47.6,4.29,19.15
Healthy soybean,39.17,38.95,36.03,20.5,44.98,95.15,22.31,57.89,18.03,203.67,50.72,10.19,21.4,14.45,2.22,16.61,14.36,43.15,16,26.76,19.49
Healthy soybean,36.59,40.49,131.02,83.23,79.42,20.07,17.39,20.65,13.1,329.31,46.67,23.44,88.72,16.66,9.08,26.66,6.97,4.13,14.72,23.45,5.97
Healthy soybean,52.83,26.21,30.73,40.3,92.67,53,7.98,28.08,12.74,131,45.83,22.11,25.08,25.14,6.13,25.32,18.39,74.24,54.33,6.34,15.93
Healthy soybean,83.33,29.36,24.9,30.19,79.24,19.44,11.65,55.53,22.67,384.06,8.23,15.32,24.38,12.84,10.63,13.46,5.81,55.63,44.83,14.04,15.79
Healthy soybean,70.99,31.08,28.73,26.6,92.68,18.09,17.36,22.55,13.1,333.82,38.35,16.12,23.5,26.97,10.07,20.96,9.19,30.56,54.59,23.03,2.72
Healthy soybean,39.18,39.29,99.78,43.74,32.43,51.77,12.2,53.18,12.74,230.61,18.73,7.83,26.85,15.38,2.69,20.69,4.39,63.26,11.44,12.28,1.77
